global_step,epoch,step_in_epoch,mean,median,std,min,max,skewness,kurtosis
10.0,0.0,10.0,2.2947502713650465,2.2093015909194946,0.2501939254063501,1.9172592163085938,3.0055994987487793,0.621934719112917,-0.2511560910231374
20.0,0.0,20.0,2.130241530947387,2.118446469306946,0.38413639153129375,1.2508846521377563,3.382634401321411,0.5078208037972286,1.0151004808994921
30.0,0.0,30.0,2.028299919795245,1.9318920373916626,0.5733898576964479,0.5338473320007324,3.818838596343994,0.6796450942259892,1.0131213398586523
40.0,0.0,40.0,2.004113200586289,1.9149399399757385,0.75305706479735,0.5256245136260986,4.4780354499816895,0.5965632829735468,0.7344158916070613
50.0,0.0,50.0,2.1151650389656425,1.9320186376571655,0.748438792845484,0.6423557996749878,3.9848361015319824,0.6287041804991671,-0.2663886499287904
60.0,0.0,60.0,1.9288725641090423,1.9566084146499634,0.5402775408077037,0.3981022536754608,3.1241352558135986,-0.3600076157035158,0.23346550823307144
70.0,0.0,70.0,1.8633416583761573,1.8213704824447632,0.6016702868729283,0.8028261065483093,3.850738763809204,0.8801398859669256,1.2893777523548327
80.0,0.0,80.0,1.9343905397690833,1.7113368511199951,0.9100609239582629,0.3773763179779053,6.752246379852295,2.153291074710643,7.52231322990194
90.0,0.0,90.0,1.8702803831547499,1.8969508409500122,0.6841833763243647,0.5970840454101562,4.116647243499756,0.562337488317491,0.5970942835112591
100.0,0.0,100.0,1.8280680528841913,1.6545366048812866,0.7227335749897276,0.6980283260345459,4.836202621459961,1.2965604641637711,2.3365739609083906
110.0,0.0,110.0,1.8875408098101616,1.799246907234192,0.6525581016537133,0.45498889684677124,5.683408260345459,1.628790890165744,7.868840358653406
120.0,0.0,120.0,1.8629191843792796,1.7852404117584229,0.6993814975008048,0.5264415740966797,4.414523601531982,0.7632431398576297,1.0970861083086536
130.0,0.0,130.0,1.909235205501318,1.735783874988556,0.6226924296822035,0.5976138114929199,3.5793347358703613,0.5767908128389795,-0.17454524288876083
140.0,0.0,140.0,1.9176649176515639,1.746267318725586,0.7634910514799919,0.723602294921875,5.706608772277832,1.5028760033186703,4.145983453552692
150.0,0.0,150.0,1.8385856212116778,1.7542162537574768,0.7314565777774045,0.4971851706504822,4.009373664855957,0.617128405973778,0.22804659410243922
160.0,0.0,160.0,1.7438955958932638,1.644601583480835,0.6930330631494376,0.5141737461090088,4.635408878326416,1.268437328327573,2.6261766308354826
170.0,0.0,170.0,1.8108683812897652,1.7419382333755493,0.7083273597996609,0.39070236682891846,4.5627851486206055,0.6101138465395053,1.0722760113738259
180.0,0.0,180.0,1.7837527839001268,1.597821831703186,0.8524869984287513,0.35846754908561707,5.521344184875488,1.038851591168936,2.0302287985391176
190.0,0.0,190.0,1.7730218843789771,1.5636332631111145,0.9670435682542772,0.17186219990253448,4.886686325073242,0.6662724472663992,0.4944073984806061
200.0,0.0,200.0,1.603533705463633,1.5451309084892273,0.8022262828209309,0.3029848635196686,5.11406135559082,1.2764748329032907,3.119904953578861
210.0,0.0,210.0,1.602930303895846,1.5287620425224304,0.6204657351572287,0.4036937654018402,3.4079103469848633,0.5618857922914531,0.03226469833193146
220.0,0.0,220.0,1.7122680939501151,1.5845040082931519,0.8591961787620803,0.10094945132732391,4.800268650054932,0.6152202067631888,0.4877351601203994
230.0,0.0,230.0,1.8192692599259317,1.7260102033615112,0.7001912231789087,0.5125342607498169,4.89693546295166,0.8415624601264815,2.0053824121693262
240.0,0.0,240.0,1.60748597222846,1.5248960256576538,0.9267270221301825,0.14485883712768555,5.27101993560791,1.0364115808783725,1.5381029382025506
250.0,0.0,250.0,1.7189906429266557,1.7577326893806458,0.7331403193849195,0.17387892305850983,3.3420684337615967,0.09510958648667367,-0.7854557155700905
260.0,0.0,260.0,1.7140792763093486,1.6936110258102417,0.7210261808011523,0.09546646475791931,3.7525577545166016,0.16195300281277655,0.2033503013137139
270.0,0.0,270.0,1.5756554644322023,1.3410497903823853,0.9290029833904141,0.1930168718099594,5.779430389404297,1.4827665925112539,3.219777289795756
280.0,0.0,280.0,1.6731820272980258,1.4516148567199707,0.9705259707799243,0.23561061918735504,4.861658096313477,0.8918075111432912,0.3834880718588898
290.0,0.0,290.0,1.6585887495311908,1.483705222606659,1.0269172244928664,0.09033527225255966,6.0433807373046875,1.166373041582983,2.115336802414885
300.0,0.0,300.0,1.6598468360025436,1.6310800313949585,0.6830293183699939,0.1944805383682251,3.4000909328460693,0.22018450330292097,-0.4032523569122377
310.0,0.0,310.0,1.6497730804840103,1.5227822065353394,0.8535394931233697,0.2316349595785141,5.439963340759277,1.5944599248347893,3.94328399082063
320.0,0.0,320.0,1.82306694064755,1.646548092365265,1.1252127053456045,0.19931696355342865,5.773368835449219,1.122499197061979,1.298546477300401
330.0,0.0,330.0,1.605694338795729,1.4750194549560547,0.9315632750899862,0.24896152317523956,4.959427356719971,0.8461704592906082,0.4735899426794212
340.0,0.0,340.0,1.6870083925314248,1.4524453282356262,0.9193734845263992,0.23731732368469238,4.922506809234619,1.0989279081193144,1.0391114439232272
350.0,0.0,350.0,1.4707787836669013,1.2608503699302673,0.9128122647399256,0.101713627576828,4.769543170928955,1.1071481739123032,1.3695193814439062
360.0,0.0,360.0,1.4513836759433616,1.2549752593040466,0.8824858838791484,0.042869266122579575,4.254985809326172,0.9392935281379156,0.4838654769880093
370.0,0.0,370.0,1.7460427146870643,1.5352877378463745,1.0576088092206084,0.13417574763298035,6.58216667175293,1.812551738463615,4.587830787360244
380.0,0.0,380.0,1.4291439012158662,1.3315564393997192,0.947762161381574,0.08530689775943756,4.388687610626221,1.0122319862619766,0.781220246979935
390.0,0.0,390.0,1.4678913500974886,1.3678061962127686,0.9153618385563881,0.08194472640752792,4.699620723724365,0.7047572798251732,0.3289620729087184
401.0,1.0,10.0,1.8039206122921314,1.5997210144996643,1.329241695328189,0.008476942777633667,7.171230792999268,1.3885767785790204,2.695710928271943
411.0,1.0,20.0,1.7196389693999663,1.5459933876991272,0.9750444908516619,0.1708744317293167,5.410689353942871,1.4706979909271358,3.170710512637588
421.0,1.0,30.0,1.699291683966294,1.6021221280097961,0.8776825391720399,0.3495747148990631,5.139609336853027,1.2247368261187745,2.2347378346035214
431.0,1.0,40.0,1.6084860736154951,1.4377265572547913,1.017070444837771,0.10884297639131546,6.730069160461426,1.447447497158327,3.949108135340465
441.0,1.0,50.0,1.460210241493769,1.2795666456222534,0.9129909871192973,0.13600371778011322,4.360227584838867,0.8100558320259953,-0.023545806362833765
451.0,1.0,60.0,1.726442671730183,1.4945157766342163,1.104878268275464,0.15255199372768402,6.849034786224365,1.429201469653902,3.263183185038261
461.0,1.0,70.0,1.6830860875779763,1.533428966999054,1.0022237595878474,0.12501229345798492,5.050663948059082,0.6799313758808251,0.17513245217942552
471.0,1.0,80.0,1.4614603510126472,1.3006394505500793,0.8391612614550781,0.19784550368785858,4.993884086608887,1.129252329949773,1.972324718063664
481.0,1.0,90.0,1.4869798760628328,1.196350634098053,0.9676906598190234,0.09460563957691193,4.957298278808594,1.343485537511656,1.8019551090697483
491.0,1.0,100.0,1.3204247853136621,1.187316119670868,0.8147505494960505,0.08183971792459488,3.949906349182129,0.9427171909955896,0.8367231357232323
501.0,1.0,110.0,1.3995985524961725,1.2626667618751526,0.837356391427858,0.12647823989391327,4.043125629425049,0.7061939348015042,-0.00833918984848081
511.0,1.0,120.0,1.6084697672631592,1.3857492208480835,0.9366419327517628,0.2040703296661377,5.212978363037109,1.2488596560001972,2.018595577102757
521.0,1.0,130.0,1.5452814807358664,1.3953035473823547,1.1083631071514013,0.058996666222810745,7.142842769622803,1.6052499130720055,4.861178624884951
531.0,1.0,140.0,1.5820418229559436,1.3765381574630737,1.0933381625146459,0.1271536648273468,6.175263404846191,1.3800022181778984,2.60787943891253
