epoch,train_loss,train_acc,test_loss,test_acc
1,0.5563999087905197,84.92,0.19526640601158143,0.9437
2,0.1663069775872139,95.05333333333333,0.11567651982307434,0.9668
3,0.10547541882465485,96.84666666666666,0.08430347876250743,0.9732
