global_step,epoch,step_in_epoch,mean,median,std,min,max,skewness,kurtosis
10.0,0.0,10.0,2.287804741412401,2.30063259601593,0.0706668166741857,2.135673999786377,2.4750659465789795,-0.18631466148114303,-0.2450029856070639
20.0,0.0,20.0,2.2638543117791414,2.265707850456238,0.09648515761005988,2.088723659515381,2.4729933738708496,0.30894277227286776,-0.806969372971627
30.0,0.0,30.0,2.242447093129158,2.2319387197494507,0.0891598107782274,2.0636582374572754,2.4813718795776367,0.5535167201771916,0.10931218482850591
40.0,0.0,40.0,2.2011306220665574,2.2011650800704956,0.10068842003593007,1.9912768602371216,2.444805383682251,0.3302627494896253,-0.4275579776122225
50.0,0.0,50.0,2.1286684460937977,2.1148332357406616,0.12426528982318653,1.8738418817520142,2.46533465385437,0.21525552085322097,-0.45699130278940814
60.0,0.0,60.0,2.1000456865876913,2.105078935623169,0.13305852349647757,1.8017030954360962,2.431873321533203,0.0327900573359107,-0.15722613644186545
70.0,0.0,70.0,2.062938315793872,2.0478826761245728,0.18313819163200956,1.6646767854690552,2.512533187866211,0.2627601348010938,-0.23427210169287704
80.0,0.0,80.0,1.9398835515603423,1.9154816269874573,0.25409018334040445,1.3088752031326294,2.5962717533111572,0.30984778556548737,0.4248338948181849
90.0,0.0,90.0,1.8652715375646949,1.8586998581886292,0.2668871902914876,1.1856991052627563,2.4283740520477295,0.027747234170743956,-0.1809740008850902
100.0,0.0,100.0,1.7135266433469951,1.6885122656822205,0.3886232405282556,0.8503190875053406,2.4539754390716553,-0.03469295108111098,-0.7902339763443194
110.0,0.0,110.0,1.5423657754436135,1.6036006808280945,0.45118250517446473,0.5240670442581177,2.8217501640319824,-0.05226340489263191,-0.40252984468949426
120.0,0.0,120.0,1.3976680412888527,1.3481963276863098,0.5193505083230902,0.4358619451522827,3.1781156063079834,0.6037550431507598,0.4590312922156854
130.0,0.0,130.0,1.1409432553919032,1.1575024127960205,0.47113840417427,0.22977851331233978,2.6031765937805176,0.29698659161261515,-0.12500597705568017
140.0,0.0,140.0,0.9631767580576707,0.8954785168170929,0.5514636982611852,0.05713099613785744,3.1385254859924316,1.0130416937433109,1.4640928183489956
150.0,0.0,150.0,0.8336286544217728,0.6369662284851074,0.6511284613870529,0.05676692724227905,3.395559310913086,1.3574287171296109,1.8051230302432764
160.0,0.0,160.0,0.7318189000652637,0.5460995733737946,0.6759715994697996,0.03655876964330673,3.074716806411743,1.585456036681188,2.3880473695659736
170.0,0.0,170.0,0.7018734235680313,0.5295707583427429,0.6984211245142962,0.015609701164066792,4.794375419616699,2.3347788596075976,8.808434965797927
180.0,0.0,180.0,0.6382279866520548,0.47287701070308685,0.6105974126412426,0.008494909852743149,2.8291943073272705,1.469602651641993,1.9578228039171588
190.0,0.0,190.0,0.6832168273140269,0.32319314777851105,0.9793346396344341,0.004736157599836588,5.938015937805176,3.136060722697089,12.168928215496543
200.0,0.0,200.0,0.4415283104390255,0.31793783605098724,0.5136627420281532,0.007833120413124561,2.8061187267303467,2.0226294990991467,4.335743992294297
210.0,0.0,210.0,0.6417760919757711,0.3288245350122452,1.0955545399110052,0.005265416111797094,9.440203666687012,4.999887612580226,32.871929064207855
220.0,0.0,220.0,0.5950245250433,0.21493148058652878,0.9619274311550821,0.0018949424847960472,5.871203899383545,2.927532090353778,9.736779978174651
230.0,0.0,230.0,0.494508404483895,0.17120161652565002,0.8453996125341605,0.0009301149984821677,5.430258750915527,3.4364263984709127,13.517960450945548
240.0,0.0,240.0,0.44397360080256476,0.17679374665021896,0.7292274296398739,0.004081848077476025,5.531589984893799,3.920431627983473,20.108354985692372
250.0,0.0,250.0,0.4473553373836694,0.1848975569009781,0.915555026740313,0.0014373458689078689,6.969663619995117,4.75253501688796,26.478052578190226
260.0,0.0,260.0,0.38706634059053613,0.1683337166905403,0.5982367766072147,0.0010035961167886853,5.139726638793945,4.413236990750555,29.349204666996492
270.0,0.0,270.0,0.45889787842043006,0.12376635149121284,0.8164791730091737,0.0014247277285903692,4.324019908905029,2.9394565984373484,9.139403776632331
280.0,0.0,280.0,0.31875737032260076,0.08193501085042953,0.5188427792012725,0.00047839165199548006,2.713332414627075,2.4594064821543835,6.164525744679375
290.0,0.0,290.0,0.4287119766968317,0.13311071693897247,0.8151369675363916,0.0007787294453009963,5.040123462677002,3.467618375848752,13.660547019199495
300.0,0.0,300.0,0.4226911253658727,0.1089669018983841,0.7833463029147288,0.0007165487040765584,5.464727401733398,3.3840014020592877,14.382298651963964
310.0,0.0,310.0,0.4563166269126384,0.10392405837774277,1.08479563080577,3.5523738915799186e-05,8.895010948181152,5.215224868329878,32.48928110821861
320.0,0.0,320.0,0.4119530265188587,0.11537456884980202,0.7975585422731833,0.00047874910524114966,5.194320201873779,3.8968787437045553,18.25860292094164
330.0,0.0,330.0,0.4570868833084205,0.11513912677764893,0.9615133571989772,0.00047386385267600417,8.082806587219238,4.767662588963673,30.529757034603733
340.0,0.0,340.0,0.40227122108444746,0.05764302425086498,0.8970496543696315,0.0003300360403954983,6.1117353439331055,3.671570237299495,15.708489826627233
350.0,0.0,350.0,0.33287123841898847,0.07767270505428314,0.7193865463042766,6.842378934379667e-05,4.68002986907959,3.75066828044914,15.228103044563571
360.0,0.0,360.0,0.3595373148659746,0.09744297340512276,0.6972595049148466,0.0008607972995378077,5.8611040115356445,4.521553524272481,28.8769115377975
370.0,0.0,370.0,0.29500342024857673,0.05789661034941673,0.6408174990556051,0.00023636408150196075,4.400819778442383,4.344631195806275,21.581650686903536
